label,tweet_id,tweet,length,#URLs,#mentions,#hashs,verified,#followers,user_engagement,sentiment_score
1,520630231531802624,#mexico: doubts grow over the fate of 43 missing students as more bodies found in a mass grave URL URL,102,2,0,1,1,4144151,9.042582106455264,-0.7184
0,407184707118309376,"remembering paul walker: fast and furious star was ""so happy"" hours before his tragic death URL",95,1,0,0,1,11774920,56.96235579842137,-0.7845
0,525024181218725888,"cpl. nathan cirillo, 24, identified as the soldier who was shot, killed at the war memorial today. #cbcott #ottnews URL",119,1,0,2,1,232180,30.36391223155929,-0.8555
1,514546272972574721,"if you put an iphone 6 in your pocket, it may not come out the same shape URL",77,1,0,0,1,11483943,122.58386458562322,0.0
1,538975342011363328,ugh. abc reportedly paid #darrenwilson a 'mid to high' six figure fee for his interview: URL ht @senorchompers #ferguson,120,1,1,2,1,295556,8.428774254614293,-0.4215
1,544567299102244864,high school student reportedly makes 72 million on stock market. URL @wallstreet @stuyvesanthigh URL,100,2,2,0,1,298850,64.58646127142548,0.0
0,407269894938718208,tmz posted this two days before paul walker died ..... #illuminati URL,70,1,0,1,0,46542,14.014004272489911,-0.5574
0,524294016435634178,spiders ↑ scientist finds puppy-sized spider in rainforest. sit. stay. forever. URL URL,87,2,0,0,1,2848,0.6447534766118836,0.0
1,514429381737852929,some iphone 6 plus owners accidentally bending their iphones in pockets URL by @kellyhodgkins,93,1,1,0,1,895472,8.994029190623618,-0.34
0,524925600318754816,the scene at the war memorial in ottawa URL URL,47,2,0,0,1,854355,72.47848875300284,-0.5994
1,532284831783460864,irritated chick-fil-a manager makes a list of teen slang his employees are forbidden to use URL URL,99,2,0,0,1,1628229,70.83298779083161,-0.7003
0,525088864416043008,"it was a long, dark day in ottawa. a timeline of the attack: URL #ottawashooting URL",84,2,0,1,1,1828600,102.6229336681314,-0.4767
1,534303066867367937,"we are running out of chocolate, warns world's largest chocolate manufacturer URL URL",85,2,0,0,1,3161310,222.0426116838488,-0.1027
1,535315394127728641,raven symone blasts bill cosby rape story URL URL,49,2,0,0,1,5395979,66.73086531910062,-0.6908
0,519078654635409410,hewlett-packard announces it will break in two URL,50,1,0,0,1,17524355,61.71127758655598,0.0
0,531676808836833280,francis teaches you how to make your own doritos flavored mountain dew! watch: URL then share! :) URL,101,2,0,0,1,622505,31.450890707751565,0.6988
0,528495998537334785,"after an absence of 65 years, the afghan fanged deer has returned URL URL",73,2,0,0,1,114346,55.27777777777778,0.0
1,553061846081896449,banksy's response to the #charliehebdo shooting URL URL,55,2,0,1,1,16412075,11.344269765322396,0.0
1,435998882250899456,"what if talking angela is actually boris laursen he be like ""i just stole all your personal information what are you going to do about it""",138,0,0,0,0,5852,20.037284025462263,0.3612
0,523888836456108032,"scientist discover a puppy-sized spider in the rainforest, better known as the 'nope' spider URL URL",100,2,0,0,1,722816,86.77082395317424,0.4404
1,504419526998360064,nhl expansion to las vegas is reportedly 'a done deal.' URL URL,63,2,0,0,1,593202,58.0577480490524,0.0
1,554886875303780352,french police chief killed himself after #charliehebdo attack URL URL,69,2,0,1,1,2845147,84.29184646831706,-0.8225
0,524951893467234304,"cxn: 1 gunman shot dead in parliament hill attack, soldier shot in ottawa URL no report soldier dead. #ottawashooting",117,1,0,1,1,2887219,48.90799180327869,-0.9313
1,559787890402541568,$500 off your first month in our new mexico city data center? muy bien! URL,75,1,0,0,0,478,7.49025672749768,0.0
0,524593547807178753,giant puppy-sized spider found in south america said to be world's largest URL URL,82,2,0,0,1,800863,44.67395457440034,0.0
0,517003426832453633,"let's please remember the victim in the ok beheading, colleen hufford-> rt ""victim was loving grandma"" URL via @nypost",118,1,1,0,1,548828,7.047631790206047,0.6369
0,407254590363426816,"fast and furious 7 ""delayed"" but ""won't be scrapped"" following paul walker's death: report URL",94,1,0,0,1,3743902,26.76344339622641,-0.8462
0,536991428694376448,"another letter to parents, included in 1970s lego sets URL URL",62,2,0,0,1,240634,39.53564851354906,0.0
0,499679379820412928,confirmed: #mikebrown had no criminal record. URL #ferguson URL,63,2,0,2,1,237662,59.855456516502045,0.4168
0,407161635439013888,"paul walker dies, millions cried. millions died of human hunger, no one simply gives a fk.",90,0,0,0,0,1307,0.7017413856984068,-0.8555
0,407231740764508161,r.i.p to the driver who died with paul walker that no one cares about because he wasn't famous.,95,0,0,0,0,478,7.49025672749768,-0.8063
1,511918957255991296,three of five detainees swapped are now isis leaders: URL #talibanswap #tcot #ccot #usa #bowie URL,98,2,0,5,0,230126,71.18861578266494,0.0
0,523820806917603328,"researcher @naskrecki on his encounter with a goliath birdeater, the world's largest spider URL URL",99,2,1,0,1,1053660,12.434709553528563,0.0
1,501785003144273921,nbc: arrest records show #ferguson cops jailed twice as many people last night as they originally claimed. URL,110,1,0,1,1,100411,10.145934466019416,-0.6808
0,515598200796090369,"#workplace hero shoots #altonnolen #stabbings #beheading priors drugs/manhunt, recent radical convert #judicialgrinds URL",121,1,0,5,0,5232,9.648976497346474,0.5574
0,407217865973329920,"rip roger rodas, the man who died with paul walker. #rippaulwalker #riprogerrodas URL",85,1,0,2,0,44536,18.98648259994248,-0.5574
0,348203818741272576,"'outrage' is an understatement >> irs sent $46,378,040 in refunds to 23,994 ‘unauthorized’ aliens at 1 atl address URL",118,1,0,0,0,12729,1.8295414770738536,-0.5106
1,495366618818830336,#riphulkhogan my heart is ripping lik e your shirt. wwe'll miss you.,68,0,0,1,0,106378,24.831454783748363,0.5574
1,490136764619948032,the fact that malaysia airlines #mh17 was shot down may hinder insurance payouts URL URL,88,2,0,1,1,9791533,76.19036095987094,0.0
1,387237225286479872,"obama administration shuts down amber alert site, blames ""confusion."" don't worry. they're still in charge of your health care.",127,0,0,0,0,18020,21.40860973888497,0.4416
1,377519445578895360,ahh!! @jk_rowling has an encyclopedia in the works for #harrypotter!! & #pottermore is now open!! :d URL,104,1,1,2,1,1072988,12.797140744392408,0.6671
1,529088963420909569,seriously?! i must be doing good in life. more fake #fluffydied shit popping up. URL,84,1,0,1,1,1071415,6.666745899690992,-0.7468
1,489794696013967360,breaking: malaysian airlines passenger 'shot down' near russian border in ukraine URL URL,89,2,0,0,0,19934,1.3736328702335203,0.0
0,531833153145823233,just your monday reminder that doritos-flavored mountain dew exists. URL URL,76,2,0,0,1,9791557,76.1853196208913,0.0
1,489812926828924928,"#mh17 was shot down by ""terrorists,"" an advisor to ukraine’s minister of internal affairs says URL URL",102,2,0,1,1,46743919,59.222044088176354,-0.6249
1,489796088338341888,breaking: malaysia airlines plane 'shot down' was carrying 295 people URL URL,77,2,0,0,1,208585,86.66628407460546,0.0
1,522553662996901888,ebola is not real and the only people who have gotten sick are those who got shots fr the red cross URL,103,1,0,0,0,31681,0.2214479287650019,-0.5106
1,531833233143783424,"no, vladimir putin has not been driving round in a motorcade shaped like a penis URL URL",88,2,0,0,1,181345,34.975265017667844,0.3612
0,524930365400821761,1 shot at war memorial in canada's capital. URL,47,1,0,0,1,57200174,13.942124105011931,-0.5994
1,560207034545889281,how to say ‘i love you’: 1.) have my fries,42,0,0,0,1,1845872,11.127408993576015,0.6369
1,518981379963777025,mass grave found in mexico near area where 43 students vanished after a confrontation with police: URL - @thisisfusion,118,1,1,0,1,15291435,70.33491912464319,-0.5994
1,521098692326350848,"mexico: iguala mass grave bodies ""not all of missing students"", guerrero state governor says URL URL",100,2,0,0,1,27519418,61.56902761104442,-0.1808
1,387309869080281088,it says a lot about your worldview that you hear obama is donating a muslim museum and it makes sense to you: URL,113,1,0,0,1,2588093,1.4082440614811365,0.0
1,80084555733803009,hoax: mcdonald's issues official statement on racist sign [updated] URL #seriouslymcdonalds,91,1,0,1,1,9791539,76.1756402500504,-0.7269
0,519275971758026752,hewlett-packard will split into two companies to adapt to a changing technology landscape URL,93,1,0,0,1,45988032,82.51066827697262,0.0
0,532231906364911616,the sugarhill gang's big bank hank has died at 57: URL URL,58,2,0,0,1,6650351,58.18528610354223,-0.5574
1,555072815154475008,69 people die after drinking beer believed to have been poisoned with crocodile bile in mozambique: URL,103,1,0,0,1,15290658,70.33182683158897,-0.7964
1,387021726007042051,cruz stood 21 hours for freedom. obama won't stand for missing children. #amberalert #shutdown,94,0,0,2,0,90588,24.53818953323904,0.7259
1,521496155310796800,"move! get out! dumbass! kristen stewart trashes our #military, defends 9/11 terrorists URL #tcot URL",100,2,0,2,0,271611,57.30579659840333,-0.8617
1,489975398151618560,a memorial for #mh17 victims forms near the netherlands embassy in kiev: URL (roman pilipey/epa) URL,100,2,0,1,1,3149934,40.948188625784255,-0.3182
0,407198255793987584,2013 was doing alright till i found out paul walker died ..,59,0,0,0,0,478,7.49025672749768,-0.3818
0,536738726693847041,legendary egalitarian 1970s letter from lego to parents URL,59,1,0,0,1,150276,10.718334423370395,0.0
0,536540403109879809,a letter written to parents inside all 1970s lego sets😳💯 this is perfect. URL,77,1,0,0,0,478,7.49025672749768,0.5719
1,513922322915282945,three of five detainees swapped are now isis leaders claims URL URL URL,71,3,0,0,1,149891,11.168264379414731,0.0
1,524176293450223616,banksy has not been arrested: internet falls for hoax report: URL URL,69,2,0,0,1,16494,5.353521126760564,0.1164
0,535474881090322432,"more: a law enforcement official says the shooter was myron may, who graduated from florida state: URL",102,1,0,0,1,13944944,64.51783547682601,0.0
1,534337548680978432,"we are running out of chocolate, warns world's largest chocolate manufacturer URL URL",85,2,0,0,1,3158014,221.93379152348223,-0.1027
0,427689948398231552,actor eric lawson who portrayed the marlboro man dies from chronic obstructive pulmonary disease: URL,101,1,0,0,1,13944849,64.51759281727736,0.0
1,519935535083565056,someone spray painted a penis on a €1.9m bugatti veyron URL URL,63,2,0,0,1,49869,25.766350067842605,0.0
0,499683602452717569,confirmed: this is irrelevant. rt @ksdknews: confirmed: #mikebrown had no criminal record. URL #ferguson,104,1,1,2,0,6188,21.97592510031208,0.4168
1,560414522758799361,breakfast all around. URL,25,1,0,0,1,1845876,11.126338329764454,0.0
0,510931521306243072,update: uk prime minister david #cameron describes apparent beheading of david #haines as 'an act of pure evil' URL,115,1,0,2,1,18753442,84.42398546335554,-0.6597
0,407262953533353984,late actor paul walker's admirable history of organizing & participating in international disaster relief missions: URL,119,1,0,0,1,819642,50.1784550953932,0.3818
1,514512849876836352,don't put your iphone 6 in your pocket y'all URL URL,52,2,0,0,0,443,2.5336804425642696,0.0
1,489794593580650497,breaking: malaysia airlines passenger 'shot down' near russian border in ukraine URL URL,88,2,0,0,1,208559,86.65337159253946,0.0
1,387233034350514176,"if amber alert really had to shutdown b/c of lack of funds, as obama said, why did it go back up today after bad pr? #governmentshutdown",136,0,0,1,0,11961,32.22798833819242,-0.5574
1,380055172896272384,"a city in louisiana has made ""twerking"" illegal, imposing a punishment of 30 days in jail for a first offense",109,0,0,0,0,17835,0.4685714285714286,-0.8481
0,407213772328022016,"fast and furious star paul walker dead in car crash. what next, samuel l jackson killed by snakes on a plane?",109,0,0,0,0,331130,8.533492822966506,-0.9217
0,527286846347567104,"former baseball slugger jose canseco accidentally shot himself in the left hand, police say. URL",96,1,0,0,1,57187340,13.941328560063644,0.2023
0,532276370953752576,big bank hank of the sugarhill gang - famous for the 1979 hit 'rappers delight' - dead at 57 URL URL,100,2,0,0,1,7412721,55.06410815525513,-0.1027
1,489818014364086273,#mh17 is believed shot down with old soviet-built buk surface-to-air missile system. URL URL,92,2,0,1,1,825226,58.39457547169811,0.0
0,427924694663454720,actor who played marlboro man in ads dies from smoking-related disease URL,74,1,0,0,1,7412654,55.06367204535543,0.34
0,574062768896212992,oregon community helps mother after boy punished for being tardy due to vehicle problems: URL URL,97,2,0,0,1,15285700,70.31327307326356,-0.4767
1,514081464171102208,a florida woman had surgery to give herself a third boob: URL URL,65,2,0,0,1,2169525,78.43184273061136,0.0
1,489794369487380480,breaking: malaysian airlines passenger 'shot down' near russian border in ukraine URL URL,89,2,0,0,1,10218,2.680993580798214,0.0
0,524988712367955970,"more: canadian soldier shot at war memorial has died; one of three suspected gunmen also dead, police say: URL",110,1,0,0,1,13943105,64.5095850521718,-0.9287
1,553115168084074497,this powerful cartoon about the charlie hebdo attack is not by banksy URL URL,77,2,0,0,1,181337,34.958657243816255,-0.0772
0,554958414905094144,"saudi cleric proclaims snowman-building 'anti-islamic' (photos, video) URL URL",78,2,0,0,1,3074599,83.84641805691855,0.0
1,537355288295518210,"darren wilson got $500k from abc for interview, plus $500k for donations... he is a killer millionaire, literally",113,0,0,0,0,3709,77.57375919117646,-0.6486
0,504267796424163328,can new audio help the michael brown investigation? listen to what an attorney says could be key to the investigation URL,121,1,0,0,1,46698354,59.18677354709419,0.4019
0,510908595144519680,david haines 'beheading': isis release video claiming to show execution of british hostage URL URL,98,2,0,0,1,1173530,139.03959716182192,0.0
0,407205009676587009,the sudden & tragic death of #paulwalker reminds us that we shouldn't take even a moment for granted bc it can be over in a blink #sosad,136,0,0,2,1,450525,5.369653524492234,-0.7096
0,528676615207653376,fanged deer spotted in afghanistan for the first time in 65 years URL URL,73,2,0,0,1,3156558,221.8991981672394,0.0
1,514468018970034176,iphone 6 plus users are sitting on and bending their enormous new phones URL,76,1,0,0,1,6586689,51.01752241238794,0.0
0,407209131351629824,we send our deepest condolences to the family and friends of paul walker and roger rodas. URL URL,97,2,0,0,1,330830,15.15953307392996,0.4767
0,407169212428206080,#rip to the driver who died with #paulwalker that no one cares about because he wasn't famous.,94,0,0,2,0,151,0.92443919716647,-0.8063
0,407253198395555840,fast & furious 7 might still come out even after paul walker's death URL,72,1,0,0,1,2643048,50.10094909404659,-0.8225
0,514106273852174337,just in: missing afghan soldiers found trying to enter canada near niagara falls URL URL,88,2,0,0,1,7410506,55.049934583515046,-0.296
0,536962520477470720,that powerful letter from lego to parents from the 1970s? it's real URL URL,75,2,0,0,1,3156073,221.87605956471936,0.4215
0,509463916586762241,breaking: microsoft is near a deal to buy minecraft maker mojang URL,68,1,0,0,1,17510040,61.674023081595465,0.0
0,436146437530075136,not good for fancy #swiss #brand @nestle : philly steak & cheese @hotpockets linked to massive #beef #recall URL #food,118,1,2,5,0,123583,10.012556266287609,-0.3412
0,535474861616148480,"breaking: fsu shooter identified as myron may, a lawyer who graduated from fsu before attending texas tech's law school. #fsushooting",133,0,0,1,1,2085,2.0949121606205794,0.0
1,518665533089406976,#mexico mass grave discovered after student protesters go missing URL URL,73,2,0,1,1,3074459,83.83194308145241,-0.6908
0,531659884430106624,"in new york city, marijuana may mean ticket, not arrest URL",59,1,0,0,1,45959489,82.47966988727859,0.2584
0,524961908903149568,"2 new victims en route to ottawa hospital; 1 shot, both non-life-threatening, hospital says - @michaelctv, @cbcnews URL",119,1,2,0,1,9491802,21.316789215686278,-0.3182
0,519348106836860929,"hp confirmed that it's splitting into two companies. and cutting 5,000 jobs. URL $hp URL",88,2,0,0,1,2690687,27.63871681415929,-0.128
1,552112474913136641,president obama’s daughter wears a pro era t-shirt: URL URL,59,2,0,0,1,2786056,49.83461792556706,0.0
0,524950507023245313,listen to our live special coverage of parliament hill shooting here URL URL,76,2,0,0,1,120768,13.827331486611264,0.4019
1,549599086073368576,argentina's president adopted a jewish boy to save him from life as a werewolf URL URL,86,2,0,0,1,81790,31.38311218335344,0.4939
0,427652211414274048,ex-marlboro man dies from smoking-related disease... URL,56,1,0,0,0,1301699,25.359409431467608,0.0
1,489798219283857408,ukrainian minister says rebels shot down #mh17 malaysia airlines plane URL URL,78,2,0,1,1,208550,86.638737446198,-0.2023
1,553103772852191233,the image that everyone is sharing isn't by banksy — but it's awesome. #charliehebdo URL URL,92,2,0,1,0,2737,1.198446327683616,0.8201
0,407163499723624449,paul walker died shortly after attending a charity event for his organization reach out worldwide URL,101,1,0,0,1,11482275,122.54825236315672,-0.1779
1,531568534066057217,alpha male rt @marc_leibowitz: photo of vladimir putin's motorcade. posted without comment. URL,95,1,1,0,0,2271,2.028073916133617,0.0
1,532559937269166080,"bruh, just chill. did you see the slang words this chick-fil-a manager banned? URL URL",86,2,0,0,1,139741,31.01991662806855,-0.4588
0,504131150429061121,"breaking: fbi uncovers new audio from neighbor on skype, lawyer counts 11 shots #mikebrown URL URL",98,2,0,1,0,478,7.49025672749768,0.0
0,519178213441167360,are two hewlett-packards better than one? how the new h-ps would look: URL URL,78,2,0,0,0,2235,0.2210361067503924,0.4404
1,356297080169447425,obama files federal charges against george zimmerman 🙌🙌🙌 that's myyyyyyy president! yaassssss 🙏 praise the lord.,112,0,0,0,0,1321,12.764537654909438,0.4199
1,489872500462190593,new. leaked phone call between rebel leader & russian intel agent: “cossacks” shot down #mh17. URL URL,102,2,0,1,1,205602,32.137098560354374,-0.4404
1,538166788484509696,canadian mayor tells muslim to pound pork. refuses to remove pork from school canteen. URL URL,94,2,0,0,0,45905,74.43701436307983,0.0
0,551135925862805504,19-year-old girl wakes up during brain surgery to ask doctors: ‘how’s it going?’ URL,84,1,0,0,1,18738481,84.42136079143953,0.0
1,532199717594497024,no baes allowed: a chick-fil-a manager bans 22 hip words URL URL,64,2,0,0,1,529630,18.549940688018975,-0.296
1,561280944045576192,islamic tribunal in texas operating under sharia law♨️wtf is this😡@lodisilverado @amymek #tcot URL URL,102,2,2,1,0,478,7.49025672749768,0.0
1,532007252677656576,*dead* at this list of banned slang by chick-fil-a manager: URL,63,1,0,0,1,96353,25.561407491486943,-0.8074
1,514535408126795776,"quite a design flaw rt @nymag: if you sit with your iphone 6 plus in your pocket, it bends beyond repair URL",108,1,1,0,1,63738,17.87621072525396,0.0
0,551106923601219585,"goodbye elly may: 'beverly hillbillies' star donna douglas dead at 81, reports say. URL URL",91,2,0,0,1,18737582,84.42115889359984,-0.6486
1,513437031020916738,'sean combs hoax: puff daddy arrested in tupac shakur murder totally fake; p diddy is ok' URL URL,97,2,0,0,0,1230,1.665035587188612,-0.923
0,407182194206322689,the motoring world responds to paul walker's death URL URL,58,2,0,0,1,312619,24.175339137477224,-0.5994
1,387009577763360768,really? amber alert website goes dark under government shutdown URL,67,1,0,0,1,2187306,24.524734583239216,0.3566
0,407229989902225408,his movies brought thrills and laughter to millions. can't believe he died in car crash rip paul walker URL,107,1,0,0,0,366758,3.091600633914421,0.7117
0,501827465032237056,#isis beheads photojournalist james wright foley in a massage to us to end its intervention in #iraq. URL,105,1,0,2,0,478,7.49025672749768,0.0
0,527295015643394048,jose canseco accidentally shot himself in the hand at his las vegas home URL URL,80,2,0,0,1,8473980,24.818346774193547,0.2023
0,525291306000846848,this cartoon is the perfect tribute to nathan cirillo #ottawashooting URL URL,77,2,0,1,1,3154130,221.79106529209625,0.5719
0,407184730988097536,"my heart goes out to loved ones and fans of paul walker, who died in a car wreck saturday. word is he was a really good dude. #rippaulwalker",140,0,0,1,1,3192382,48.13643376680626,0.6997
0,504244627680272384,cnn: new audio reveals 10 shots fired at michael brown. cluster of 6... a pause... and then 4 more URL,102,1,0,0,1,606558,6.927923944284767,-0.5574
1,538729383662338049,if darren wilson was paid by @abc it would be a painful reminder that destroying black life remains profitable in america. #ferguson,132,0,1,1,1,1032848,73.2463112803427,-0.5574
1,554688527435563008,tragic: nearly 70 people died at a funeral after drinking contaminated beer: URL URL,84,2,0,0,1,615130,54.8310461192351,-0.8442
0,407209222850756608,r.i.p rodger rodas the guy no one seems to care about because he's not famous (died with paul walker) URL,105,1,0,0,0,513,3.5608133086876155,0.6025
0,528357165677817856,afghanistan has been through a lot. you know what it needs now? deer with fangs. -- god URL URL,95,2,0,0,1,285753,14.612408424908423,0.2732
1,491200302365040640,who shot down the plane? where are the black boxes? 8 unanswered questions from #mh17: URL URL,94,2,0,1,1,10095532,45.22664779619895,0.0
0,509464217549021184,"report: microsoft trying to buy mojang, creators of minecraft URL",65,1,0,0,1,2128343,19.15865178188064,0.0
0,407292452060815360,"in the wake of paul walker's tragic death, what's the future of the @fastfurious movies? URL #rippaulwalker",107,1,1,1,1,5135735,30.12175792507205,-0.7845
1,496698590153416704,justin bieber ringtone saves russian fisherman from potentially fatal bear attack.,82,0,0,0,0,478,7.49025672749768,-0.765
1,553016500492439552,great @banksy homage to charlie hebdo victims: rt @kowalshki: nice work from banksy #jesuischarlie URL,102,1,2,1,1,865214,47.94611365120836,0.6808
1,504441156575297536,looking forward to first matchup between las vegas nhl expansion team and a canadian team URL,93,1,0,0,1,572671,9.515215852795473,0.0
1,348209998565879810,"paula deen: ""forget the food network. i've already been offered a cooking show on the new fox news food channel.""",113,0,0,0,0,138105,18.83345212639582,-0.2263
1,507557659206516736,betty white never die she my lady still i never have the sex with her,69,0,0,0,1,513887,6.30329886755293,0.4847
0,524958992330522624,"police, bystanders and soldiers rushed in to help after the memorial shooting in ottawa URL URL",95,2,0,0,1,852901,72.40467350949989,0.4019
1,523123023646175233,the nigerian government says it has secured the release of 200 schoolgirls after agreeing ceasefire with boko haram. URL,120,1,0,0,1,2297709,22.428382838283827,0.6249
0,524929796862918656,soldier shot at national war memorial in ottawa URL URL,55,2,0,0,1,1903078,44.812924373682975,-0.5994
1,537377960471166976,"y'all, i just read that abc paid darren wilson $500k for the interview. destroying black life remains a lucrative american career. #ferguson",140,0,0,1,1,1032860,73.23702998572108,-0.5574
1,514495841600811009,iphone 6 owners claim it's bending in their pockets URL,55,1,0,0,1,16888489,75.33479212253829,0.0
1,387281927427727360,never thought i’d see the day when obama would play politics with kids. URL #pjnet URL,86,2,0,1,1,9259,0.8526494757721734,0.34
0,552498516225179650,this dog was abandoned at a scottish railway station with a suitcase full of his belongings URL URL,99,2,0,0,1,6586331,50.983292583537086,-0.4588
1,450341615979069440,"@dangerburgundy: @joerogan what...successful clone of dinosaurs URL  holy shit, is that real?",93,1,2,0,1,5888505,10.696428571428571,-0.5574
0,427846006600777729,marlboro man dies of smoking-related disease URL URL,52,2,0,0,1,2881966,48.85758196721312,0.0
0,407231591191035904,"paul walker died too fast, i'm furious.. :/",43,0,0,0,0,5912,67.95459345300951,-0.8658
1,547101266313089024,oprah: “bill cosby drugged & tried to rape me” 😳😫😱 URL,54,1,0,0,0,205,0.0120817843866171,-0.9246
1,495583434954514432,"bird pooped on #putin when he was saying ""violence begets violence"" at the opening of monument to the 1st world war. URL",120,1,0,1,0,23108,2.1439834024896265,-0.9201
0,407167258452971520,paul walker mourned by vin diesel and more 'fast & furious' co-stars URL #rippaulwalker URL,91,2,0,1,1,331899,40.50426742532006,-0.7402
1,528240834660298753,"wow. obama disses stay at home moms. ""that’s not a choice we want americans to make."" URL",89,1,0,0,0,10950,3.448268106162843,0.6249
1,535507913226190849,"if you need to get your data down under, our melbourne data center will make an aussie out of you yet. ≡ URL",108,1,0,0,0,478,7.49025672749768,0.0
1,519867098945044480,someone spray painted a penis on a $2.4 million bugatti veyron: URL URL,71,2,0,0,1,2167010,78.40203067617196,0.0
1,358591089462099968,this week's top story: george zimmerman wins florida state lottery URL,70,1,0,0,1,11420739,16.13823081938709,0.6705
0,516978780171436032,"okla beheading victim colleen hufford, rest in peace #beheading #jihad #jahkeemyisrael URL URL",94,2,0,3,1,198277,1.5696316262353998,0.34
0,525040836757958657,"this photo was taken by a tourist at the national war memorial, shortly before nathan cirillo was shot and killed. URL",118,1,0,0,1,2881533,48.85573770491804,-0.8555
1,526459255147491328,judd nelson didn't die last night. he sent us this photo to debunk the rumor. URL URL,85,2,0,0,1,3565268,62.92353343985391,0.4847
0,508002575858561024,"pentagon confirms ahmed abdi godane, a leader of the al shabaab islamist group, was killed in a u.s. airstrike: URL",115,1,0,0,1,21609391,103.20626262626264,-0.6705
1,356310469390245888,*breaking news* obama administration files federal charges against george zimmerman! #ontheroadtojustice,104,0,0,1,0,28420,42.49333650642552,-0.3382
0,562313802369073153,"annual simulated 'madden' game made several accurate #sb49 predictions, including final score: URL URL",102,2,0,1,1,15262963,70.23097050428164,0.0
