#followers,user_engagement,verified,depth,user_id1,tweet_id1,user_id2,length,#hashs,#mentions,#URLs,sentiment_score,text,label
722816,86.77082395317424,1,0.0,ROOT,523888836456108032,15791186,100,0,0,2,0.4404,"scientist discover a puppy-sized spider in the rainforest, better known as the 'nope' spider URL URL",0
593202,58.0577480490524,1,0.0,ROOT,504419526998360064,15256225,63,0,0,2,0.0,nhl expansion to las vegas is reportedly 'a done deal.' URL URL,1
2845147,84.29184646831706,1,0.0,ROOT,554886875303780352,16343974,69,1,0,2,-0.8225,french police chief killed himself after #charliehebdo attack URL URL,1
2887219,48.90799180327869,1,0.0,ROOT,524951893467234304,6433472,117,1,0,1,-0.9313,"cxn: 1 gunman shot dead in parliament hill attack, soldier shot in ottawa URL no report soldier dead. #ottawashooting",0
478,7.49025672749768,0,0.0,ROOT,559787890402541568,19354734,75,0,0,1,0.0,$500 off your first month in our new mexico city data center? muy bien! URL,1
800863,44.67395457440034,1,0.0,ROOT,524593547807178753,10252962,82,0,0,2,0.0,giant puppy-sized spider found in south america said to be world's largest URL URL,0
548828,7.047631790206047,1,0.0,ROOT,517003426832453633,166990746,118,0,1,1,0.6369,"let's please remember the victim in the ok beheading, colleen hufford-> rt ""victim was loving grandma"" URL via @nypost",0
3743902,26.76344339622641,1,0.0,ROOT,407254590363426816,22179997,94,0,0,1,-0.8462,"fast and furious 7 ""delayed"" but ""won't be scrapped"" following paul walker's death: report URL",0
240634,39.53564851354906,1,0.0,ROOT,536991428694376448,143145579,62,0,0,2,0.0,"another letter to parents, included in 1970s lego sets URL URL",0
237662,59.855456516502045,1,0.0,ROOT,499679379820412928,42921216,63,2,0,2,0.4168,confirmed: #mikebrown had no criminal record. URL #ferguson URL,0
1307,0.7017413856984068,0,0.0,ROOT,407161635439013888,1438331173,90,0,0,0,-0.8555,"paul walker dies, millions cried. millions died of human hunger, no one simply gives a fk.",0
478,7.49025672749768,0,0.0,ROOT,407231740764508161,1044963481,95,0,0,0,-0.8063,r.i.p to the driver who died with paul walker that no one cares about because he wasn't famous.,0
230126,71.18861578266494,0,0.0,ROOT,511918957255991296,121656624,98,5,0,2,0.0,three of five detainees swapped are now isis leaders: URL #talibanswap #tcot #ccot #usa #bowie URL,1
1053660,12.434709553528563,1,0.0,ROOT,523820806917603328,39585367,99,0,1,2,0.0,"researcher @naskrecki on his encounter with a goliath birdeater, the world's largest spider URL URL",0
100411,10.145934466019416,1,0.0,ROOT,501785003144273921,382376904,110,1,0,1,-0.6808,nbc: arrest records show #ferguson cops jailed twice as many people last night as they originally claimed. URL,1
5232,9.648976497346474,0,0.0,ROOT,515598200796090369,1603939555,121,5,0,1,0.5574,"#workplace hero shoots #altonnolen #stabbings #beheading priors drugs/manhunt, recent radical convert #judicialgrinds URL",0
44536,18.98648259994248,0,0.0,ROOT,407217865973329920,275796851,85,2,0,1,-0.5574,"rip roger rodas, the man who died with paul walker. #rippaulwalker #riprogerrodas URL",0
12729,1.8295414770738536,0,0.0,ROOT,348203818741272576,1005183901,118,0,0,1,-0.5106,"'outrage' is an understatement >> irs sent $46,378,040 in refunds to 23,994 ‘unauthorized’ aliens at 1 atl address URL",0
106378,24.831454783748363,0,0.0,ROOT,495366618818830336,138102228,68,1,0,0,0.5574,#riphulkhogan my heart is ripping lik e your shirt. wwe'll miss you.,1
9791533,76.19036095987094,1,0.0,ROOT,490136764619948032,972651,88,1,0,2,0.0,the fact that malaysia airlines #mh17 was shot down may hinder insurance payouts URL URL,1
18020,21.40860973888497,0,0.0,ROOT,387237225286479872,1059240924,127,0,0,0,0.4416,"obama administration shuts down amber alert site, blames ""confusion."" don't worry. they're still in charge of your health care.",1
1072988,12.797140744392408,1,0.0,ROOT,377519445578895360,70054190,104,2,1,1,0.6671,ahh!! @jk_rowling has an encyclopedia in the works for #harrypotter!! & #pottermore is now open!! :d URL,1
1071415,6.666745899690992,1,0.0,ROOT,529088963420909569,28245852,84,1,0,1,-0.7468,seriously?! i must be doing good in life. more fake #fluffydied shit popping up. URL,1
19934,1.3736328702335203,0,0.0,ROOT,489794696013967360,329121956,89,0,0,2,0.0,breaking: malaysian airlines passenger 'shot down' near russian border in ukraine URL URL,1
9791557,76.1853196208913,1,0.0,ROOT,531833153145823233,972651,76,0,0,2,0.0,just your monday reminder that doritos-flavored mountain dew exists. URL URL,0
46743919,59.222044088176354,1,0.0,ROOT,489812926828924928,759251,102,1,0,2,-0.6249,"#mh17 was shot down by ""terrorists,"" an advisor to ukraine’s minister of internal affairs says URL URL",1
208585,86.66628407460546,1,0.0,ROOT,489796088338341888,271413771,77,0,0,2,0.0,breaking: malaysia airlines plane 'shot down' was carrying 295 people URL URL,1
31681,0.2214479287650019,0,0.0,ROOT,522553662996901888,1854274926,103,0,0,1,-0.5106,ebola is not real and the only people who have gotten sick are those who got shots fr the red cross URL,1
181345,34.975265017667844,1,0.0,ROOT,531833233143783424,1068121346,88,0,0,2,0.3612,"no, vladimir putin has not been driving round in a motorcade shaped like a penis URL URL",1
57200174,13.942124105011931,1,0.0,ROOT,524930365400821761,428333,47,0,0,1,-0.5994,1 shot at war memorial in canada's capital. URL,0
1845872,11.127408993576015,1,0.0,ROOT,560207034545889281,167421802,42,0,0,0,0.6369,how to say ‘i love you’: 1.) have my fries,1
15291435,70.33491912464319,1,0.0,ROOT,518981379963777025,28785486,118,0,1,1,-0.5994,mass grave found in mexico near area where 43 students vanished after a confrontation with police: URL - @thisisfusion,1
27519418,61.56902761104442,1,0.0,ROOT,521098692326350848,742143,100,0,0,2,-0.1808,"mexico: iguala mass grave bodies ""not all of missing students"", guerrero state governor says URL URL",1
2588093,1.4082440614811365,1,0.0,ROOT,387309869080281088,18622869,113,0,0,1,0.0,it says a lot about your worldview that you hear obama is donating a muslim museum and it makes sense to you: URL,1
9791539,76.1756402500504,1,0.0,ROOT,80084555733803009,972651,91,1,0,1,-0.7269,hoax: mcdonald's issues official statement on racist sign [updated] URL #seriouslymcdonalds,1
45988032,82.51066827697262,1,0.0,ROOT,519275971758026752,807095,93,0,0,1,0.0,hewlett-packard will split into two companies to adapt to a changing technology landscape URL,0
6650351,58.18528610354223,1,0.0,ROOT,532231906364911616,16312576,58,0,0,2,-0.5574,the sugarhill gang's big bank hank has died at 57: URL URL,0
15290658,70.33182683158897,1,0.0,ROOT,555072815154475008,28785486,103,0,0,1,-0.7964,69 people die after drinking beer believed to have been poisoned with crocodile bile in mozambique: URL,1
90588,24.53818953323904,0,0.0,ROOT,387021726007042051,21888595,94,2,0,0,0.7259,cruz stood 21 hours for freedom. obama won't stand for missing children. #amberalert #shutdown,1
271611,57.30579659840333,0,0.0,ROOT,521496155310796800,954124423,100,2,0,2,-0.8617,"move! get out! dumbass! kristen stewart trashes our #military, defends 9/11 terrorists URL #tcot URL",1
3149934,40.948188625784255,1,0.0,ROOT,489975398151618560,2836421,100,1,0,2,-0.3182,a memorial for #mh17 victims forms near the netherlands embassy in kiev: URL (roman pilipey/epa) URL,1
478,7.49025672749768,0,0.0,ROOT,407198255793987584,1273301071,59,0,0,0,-0.3818,2013 was doing alright till i found out paul walker died ..,0
150276,10.718334423370395,1,0.0,ROOT,536738726693847041,14166714,59,0,0,1,0.0,legendary egalitarian 1970s letter from lego to parents URL,0
478,7.49025672749768,0,0.0,ROOT,536540403109879809,131752870,77,0,0,1,0.5719,a letter written to parents inside all 1970s lego sets😳💯 this is perfect. URL,0
149891,11.168264379414731,1,0.0,ROOT,513922322915282945,93637779,71,0,0,3,0.0,three of five detainees swapped are now isis leaders claims URL URL URL,1
16494,5.353521126760564,1,0.0,ROOT,524176293450223616,239825437,69,0,0,2,0.1164,banksy has not been arrested: internet falls for hoax report: URL URL,1
13944944,64.51783547682601,1,0.0,ROOT,535474881090322432,51241574,102,0,0,1,0.0,"more: a law enforcement official says the shooter was myron may, who graduated from florida state: URL",0
3158014,221.93379152348223,1,0.0,ROOT,534337548680978432,16973333,85,0,0,2,-0.1027,"we are running out of chocolate, warns world's largest chocolate manufacturer URL URL",1
13944849,64.51759281727736,1,0.0,ROOT,427689948398231552,51241574,101,0,0,1,0.0,actor eric lawson who portrayed the marlboro man dies from chronic obstructive pulmonary disease: URL,0
49869,25.766350067842605,1,0.0,ROOT,519935535083565056,187179778,63,0,0,2,0.0,someone spray painted a penis on a €1.9m bugatti veyron URL URL,1
6188,21.97592510031208,0,0.0,ROOT,499683602452717569,15249499,104,2,1,1,0.4168,confirmed: this is irrelevant. rt @ksdknews: confirmed: #mikebrown had no criminal record. URL #ferguson,0
1845876,11.126338329764454,1,0.0,ROOT,560414522758799361,167421802,25,0,0,1,0.0,breakfast all around. URL,1
18753442,84.42398546335554,1,0.0,ROOT,510931521306243072,1367531,115,2,0,1,-0.6597,update: uk prime minister david #cameron describes apparent beheading of david #haines as 'an act of pure evil' URL,0
819642,50.1784550953932,1,0.0,ROOT,407262953533353984,18510860,119,0,0,1,0.3818,late actor paul walker's admirable history of organizing & participating in international disaster relief missions: URL,0
443,2.5336804425642696,0,0.0,ROOT,514512849876836352,575853327,52,0,0,2,0.0,don't put your iphone 6 in your pocket y'all URL URL,1
208559,86.65337159253946,1,0.0,ROOT,489794593580650497,271413771,88,0,0,2,0.0,breaking: malaysia airlines passenger 'shot down' near russian border in ukraine URL URL,1
11961,32.22798833819242,0,0.0,ROOT,387233034350514176,301108020,136,1,0,0,-0.5574,"if amber alert really had to shutdown b/c of lack of funds, as obama said, why did it go back up today after bad pr? #governmentshutdown",1
17835,0.4685714285714286,0,0.0,ROOT,380055172896272384,1635754086,109,0,0,0,-0.8481,"a city in louisiana has made ""twerking"" illegal, imposing a punishment of 30 days in jail for a first offense",1
331130,8.533492822966506,0,0.0,ROOT,407213772328022016,157627966,109,0,0,0,-0.9217,"fast and furious star paul walker dead in car crash. what next, samuel l jackson killed by snakes on a plane?",0
57187340,13.941328560063644,1,0.0,ROOT,527286846347567104,428333,96,0,0,1,0.2023,"former baseball slugger jose canseco accidentally shot himself in the left hand, police say. URL",0
7412721,55.06410815525513,1,0.0,ROOT,532276370953752576,14173315,100,0,0,2,-0.1027,big bank hank of the sugarhill gang - famous for the 1979 hit 'rappers delight' - dead at 57 URL URL,0
825226,58.39457547169811,1,0.0,ROOT,489818014364086273,22240612,92,1,0,2,0.0,#mh17 is believed shot down with old soviet-built buk surface-to-air missile system. URL URL,1
7412654,55.06367204535543,1,0.0,ROOT,427924694663454720,14173315,74,0,0,1,0.34,actor who played marlboro man in ads dies from smoking-related disease URL,0
15285700,70.31327307326356,1,0.0,ROOT,574062768896212992,28785486,97,0,0,2,-0.4767,oregon community helps mother after boy punished for being tardy due to vehicle problems: URL URL,0
2169525,78.43184273061136,1,0.0,ROOT,514081464171102208,13049362,65,0,0,2,0.0,a florida woman had surgery to give herself a third boob: URL URL,1
10218,2.680993580798214,1,0.0,ROOT,489794369487380480,227423066,89,0,0,2,0.0,breaking: malaysian airlines passenger 'shot down' near russian border in ukraine URL URL,1
13943105,64.5095850521718,1,0.0,ROOT,524988712367955970,51241574,110,0,0,1,-0.9287,"more: canadian soldier shot at war memorial has died; one of three suspected gunmen also dead, police say: URL",0
181337,34.958657243816255,1,0.0,ROOT,553115168084074497,1068121346,77,0,0,2,-0.0772,this powerful cartoon about the charlie hebdo attack is not by banksy URL URL,1
3074599,83.84641805691855,1,0.0,ROOT,554958414905094144,64643056,78,0,0,2,0.0,"saudi cleric proclaims snowman-building 'anti-islamic' (photos, video) URL URL",0
3709,77.57375919117646,0,0.0,ROOT,537355288295518210,17244228,113,0,0,0,-0.6486,"darren wilson got $500k from abc for interview, plus $500k for donations... he is a killer millionaire, literally",1
46698354,59.18677354709419,1,0.0,ROOT,504267796424163328,759251,121,0,0,1,0.4019,can new audio help the michael brown investigation? listen to what an attorney says could be key to the investigation URL,0
1173530,139.03959716182192,1,0.0,ROOT,510908595144519680,16887175,98,0,0,2,0.0,david haines 'beheading': isis release video claiming to show execution of british hostage URL URL,0
450525,5.369653524492234,1,0.0,ROOT,407205009676587009,34739186,136,2,0,0,-0.7096,the sudden & tragic death of #paulwalker reminds us that we shouldn't take even a moment for granted bc it can be over in a blink #sosad,0
3156558,221.8991981672394,1,0.0,ROOT,528676615207653376,16973333,73,0,0,2,0.0,fanged deer spotted in afghanistan for the first time in 65 years URL URL,0
6586689,51.01752241238794,1,0.0,ROOT,514468018970034176,5695632,76,0,0,1,0.0,iphone 6 plus users are sitting on and bending their enormous new phones URL,1
330830,15.15953307392996,1,0.0,ROOT,407209131351629824,54060157,97,0,0,2,0.4767,we send our deepest condolences to the family and friends of paul walker and roger rodas. URL URL,0
151,0.92443919716647,0,0.0,ROOT,407169212428206080,326637270,94,2,0,0,-0.8063,#rip to the driver who died with #paulwalker that no one cares about because he wasn't famous.,0
2643048,50.10094909404659,1,0.0,ROOT,407253198395555840,275686563,72,0,0,1,-0.8225,fast & furious 7 might still come out even after paul walker's death URL,0
7410506,55.049934583515046,1,0.0,ROOT,514106273852174337,14173315,88,0,0,2,-0.296,just in: missing afghan soldiers found trying to enter canada near niagara falls URL URL,0
3156073,221.87605956471936,1,0.0,ROOT,536962520477470720,16973333,75,0,0,2,0.4215,that powerful letter from lego to parents from the 1970s? it's real URL URL,0
17510040,61.674023081595465,1,0.0,ROOT,509463916586762241,3108351,68,0,0,1,0.0,breaking: microsoft is near a deal to buy minecraft maker mojang URL,0
123583,10.012556266287609,0,0.0,ROOT,436146437530075136,25116235,118,5,2,1,-0.3412,not good for fancy #swiss #brand @nestle : philly steak & cheese @hotpockets linked to massive #beef #recall URL #food,0
2085,2.0949121606205794,1,0.0,ROOT,535474861616148480,16630960,133,1,0,0,0.0,"breaking: fsu shooter identified as myron may, a lawyer who graduated from fsu before attending texas tech's law school. #fsushooting",0
3074459,83.83194308145241,1,0.0,ROOT,518665533089406976,64643056,73,1,0,2,-0.6908,#mexico mass grave discovered after student protesters go missing URL URL,1
45959489,82.47966988727859,1,0.0,ROOT,531659884430106624,807095,59,0,0,1,0.2584,"in new york city, marijuana may mean ticket, not arrest URL",0
9491802,21.316789215686278,1,0.0,ROOT,524961908903149568,6017542,119,0,2,1,-0.3182,"2 new victims en route to ottawa hospital; 1 shot, both non-life-threatening, hospital says - @michaelctv, @cbcnews URL",0
2690687,27.63871681415929,1,0.0,ROOT,519348106836860929,14885549,88,0,0,2,-0.128,"hp confirmed that it's splitting into two companies. and cutting 5,000 jobs. URL $hp URL",0
2786056,49.83461792556706,1,0.0,ROOT,552112474913136641,14629315,59,0,0,2,0.0,president obama’s daughter wears a pro era t-shirt: URL URL,1
120768,13.827331486611264,1,0.0,ROOT,524950507023245313,17679977,76,0,0,2,0.4019,listen to our live special coverage of parliament hill shooting here URL URL,0
81790,31.38311218335344,1,0.0,ROOT,549599086073368576,44317593,86,0,0,2,0.4939,argentina's president adopted a jewish boy to save him from life as a werewolf URL URL,1
1301699,25.359409431467608,0,0.0,ROOT,427652211414274048,14669951,56,0,0,1,0.0,ex-marlboro man dies from smoking-related disease... URL,0
208550,86.638737446198,1,0.0,ROOT,489798219283857408,271413771,78,1,0,2,-0.2023,ukrainian minister says rebels shot down #mh17 malaysia airlines plane URL URL,1
2737,1.198446327683616,0,0.0,ROOT,553103772852191233,21291400,92,1,0,2,0.8201,the image that everyone is sharing isn't by banksy — but it's awesome. #charliehebdo URL URL,1
11482275,122.54825236315672,1,0.0,ROOT,407163499723624449,14511951,101,0,0,1,-0.1779,paul walker died shortly after attending a charity event for his organization reach out worldwide URL,0
2271,2.028073916133617,0,0.0,ROOT,531568534066057217,1114067306,95,0,1,1,0.0,alpha male rt @marc_leibowitz: photo of vladimir putin's motorcade. posted without comment. URL,1
139741,31.01991662806855,1,0.0,ROOT,532559937269166080,18058293,86,0,0,2,-0.4588,"bruh, just chill. did you see the slang words this chick-fil-a manager banned? URL URL",1
478,7.49025672749768,0,0.0,ROOT,504131150429061121,166329578,98,1,0,2,0.0,"breaking: fbi uncovers new audio from neighbor on skype, lawyer counts 11 shots #mikebrown URL URL",0
2235,0.2210361067503924,0,0.0,ROOT,519178213441167360,468082397,78,0,0,2,0.4404,are two hewlett-packards better than one? how the new h-ps would look: URL URL,0
1321,12.764537654909438,0,0.0,ROOT,356297080169447425,503238478,112,0,0,0,0.4199,obama files federal charges against george zimmerman 🙌🙌🙌 that's myyyyyyy president! yaassssss 🙏 praise the lord.,1
205602,32.137098560354374,1,0.0,ROOT,489872500462190593,14940354,102,1,0,2,-0.4404,new. leaked phone call between rebel leader & russian intel agent: “cossacks” shot down #mh17. URL URL,1
45905,74.43701436307983,0,0.0,ROOT,538166788484509696,21426342,94,0,0,2,0.0,canadian mayor tells muslim to pound pork. refuses to remove pork from school canteen. URL URL,1
18738481,84.42136079143953,1,0.0,ROOT,551135925862805504,1367531,84,0,0,1,0.0,19-year-old girl wakes up during brain surgery to ask doctors: ‘how’s it going?’ URL,0
529630,18.549940688018975,1,0.0,ROOT,532199717594497024,26329195,64,0,0,2,-0.296,no baes allowed: a chick-fil-a manager bans 22 hip words URL URL,1
478,7.49025672749768,0,0.0,ROOT,561280944045576192,1379288282,102,1,2,2,0.0,islamic tribunal in texas operating under sharia law♨️wtf is this😡@lodisilverado @amymek #tcot URL URL,1
96353,25.561407491486943,1,0.0,ROOT,532007252677656576,16302129,63,0,0,1,-0.8074,*dead* at this list of banned slang by chick-fil-a manager: URL,1
63738,17.87621072525396,1,0.0,ROOT,514535408126795776,23055689,108,0,1,1,0.0,"quite a design flaw rt @nymag: if you sit with your iphone 6 plus in your pocket, it bends beyond repair URL",1
18737582,84.42115889359984,1,0.0,ROOT,551106923601219585,1367531,91,0,0,2,-0.6486,"goodbye elly may: 'beverly hillbillies' star donna douglas dead at 81, reports say. URL URL",0
1230,1.665035587188612,0,0.0,ROOT,513437031020916738,2741313561,97,0,0,2,-0.923,'sean combs hoax: puff daddy arrested in tupac shakur murder totally fake; p diddy is ok' URL URL,1
312619,24.175339137477224,1,0.0,ROOT,407182194206322689,3060631,58,0,0,2,-0.5994,the motoring world responds to paul walker's death URL URL,0
2187306,24.524734583239216,1,0.0,ROOT,387009577763360768,15976697,67,0,0,1,0.3566,really? amber alert website goes dark under government shutdown URL,1
366758,3.091600633914421,0,0.0,ROOT,407229989902225408,495605961,107,0,0,1,0.7117,his movies brought thrills and laughter to millions. can't believe he died in car crash rip paul walker URL,0
478,7.49025672749768,0,0.0,ROOT,501827465032237056,48956231,105,2,0,1,0.0,#isis beheads photojournalist james wright foley in a massage to us to end its intervention in #iraq. URL,0
8473980,24.818346774193547,1,0.0,ROOT,527295015643394048,890891,80,0,0,2,0.2023,jose canseco accidentally shot himself in the hand at his las vegas home URL URL,0
3154130,221.79106529209625,1,0.0,ROOT,525291306000846848,16973333,77,1,0,2,0.5719,this cartoon is the perfect tribute to nathan cirillo #ottawashooting URL URL,0
3192382,48.13643376680626,1,0.0,ROOT,407184730988097536,14681605,140,1,0,0,0.6997,"my heart goes out to loved ones and fans of paul walker, who died in a car wreck saturday. word is he was a really good dude. #rippaulwalker",0
606558,6.927923944284767,1,0.0,ROOT,504244627680272384,14849562,102,0,0,1,-0.5574,cnn: new audio reveals 10 shots fired at michael brown. cluster of 6... a pause... and then 4 more URL,0
1032848,73.2463112803427,1,0.0,ROOT,538729383662338049,29417304,132,1,1,0,-0.5574,if darren wilson was paid by @abc it would be a painful reminder that destroying black life remains profitable in america. #ferguson,1
615130,54.8310461192351,1,0.0,ROOT,554688527435563008,15755669,84,0,0,2,-0.8442,tragic: nearly 70 people died at a funeral after drinking contaminated beer: URL URL,1
513,3.5608133086876155,0,0.0,ROOT,407209222850756608,1423430694,105,0,0,1,0.6025,r.i.p rodger rodas the guy no one seems to care about because he's not famous (died with paul walker) URL,0
285753,14.612408424908423,1,0.0,ROOT,528357165677817856,16906137,95,0,0,2,0.2732,afghanistan has been through a lot. you know what it needs now? deer with fangs. -- god URL URL,0
